ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,length,sentiment,positive_count,negative_count
833,tốt nhẹ_hợp htd thôi_tẩy kỹ_tầm sạch bôi hơi châm chích nhẹ,14/10/2024,13:45,5,422216990,138,positive,1,0
2096,cực_kỳ bực_mình kém,3/5/2023,19:35,1,223600034,47,negative,0,2
2716,nâng kiềm chân_ái hoàn_thành tự_nhiên đẹp,5/11/2023,11:55,5,422211276,113,positive,0,0
1157,sài ổn không_bị xù rcm,30/05/2024,15:01,5,422212331,44,positive,2,0
618,hỗn_hợp thiên_dầu phí,19/10/2022,5:02,3,253900010,40,negative,0,0
121,sạch lớp mascara êm_ổn,19/11/2023,11:24,5,205100136,72,positive,1,0
312,tốt bảng thành toàn mà_còn sạch sâu thích nước_tẩy,25/11/2020,18:06,5,422208807,141,positive,2,0
3335,khô độ chấp_nhận trôi bết,19/11/2019,20:54,4,223600034,102,positive,0,0
3857,tốt tuần nám mờ hẳn tối_rửa sạch chấm khô thấm hiệu_quả dưỡng,20/04/2020,9:26,5,100210020,175,positive,2,0
1680,tuýp rẻ không_đánh shiper hasaki cực_kì dễ_thương ảnh xịt thuốc vô_hàng shiper hasaki shiper tế,25/07/2021,16:07,5,318900005,344,positive,2,0
2500,hương dễ_chịu mát giá_thành ổn nam nữ,3/5/2023,14:46,5,422206537,80,positive,1,0
2773,siêu không_mùi thấm ẩm ẩm_chạm vô mịn mịn hiệu_quả trắng tuần,21/10/2023,10:47,5,418800002,164,positive,1,0
692,dễ_dàng thoải_mái thư_giãn,30/04/2023,16:22,5,308500015,47,positive,1,0
613,dị_ứng mụn chống nắng ổn kháng bụi thấm tông nhẹ,29/05/2022,15:21,5,422212100,134,positive,1,0
682,hương dễ_chịu mát giá_thành ổn,30/04/2023,11:07,5,204100054,47,positive,1,0
1503,serum kèm,6/8/2024,15:55,5,422206035,32,positive,0,0
303,không_biết_nhiêu đậm không_đủ_đô sương sương rẻ,19/02/2021,22:55,5,422208807,186,positive,1,0
2336,giàng thoải_mái thư_giản,2/5/2023,16:23,5,308500037,48,positive,2,0
270,tốt tiện lớp sạch lớp không_bị_kích_ứng hết_mình tiếp,25/06/2022,11:03,5,422211183,201,positive,2,0
2223,thế_dạng không_nhờn dính không_màu mụn hỗn_hợp dầu_hơi nhạy_cảm,30/03/2022,14:58,5,204100003,127,positive,0,0
260,tốt,22/07/2021,13:25,4,422211447,22,positive,1,0
148,mụn_ẩn mụn viêm mụn nội_tiết mụn viêm không_đầu cải_thiện mụn_ẩn lcl mụn_viêm thâm không_thấy cải_thiện hiệu_quả tuần bớt mụn hẳn,9/6/2024,13:00,5,204100023,241,positive,3,0
222,hơi,15/02/2022,12:55,4,205100136,19,positive,0,0
2946,ổn tối bôi lớp chết môi môi khô khô,7/5/2021,17:26,4,200500095,128,positive,1,0
2075,thấm_sài tốt đợt mà_còn tặng scrunchies thích,6/12/2020,14:32,5,422207414,118,positive,2,0
3727,lỗi cải_thiện,21/10/2022,7:46,2,256700020,54,negative,1,0
2215,kiềm tốt khô_ráo hơi_kì không_phủ lớp phấn khuyết_điểm nhẹ,31/12/2020,23:24,5,249500028,92,positive,1,0
1729,đóng_gói cẩn_thận chất_lượng miễn chê,20/11/2023,12:24,5,100240016,50,positive,2,0
4284,thơm tươi_mát mướt tác_dụng không_rõ_rệt,20/07/2022,12:53,4,100230026,111,positive,1,0
1778,tốt,8/6/2021,21:17,5,100220035,7,positive,1,0
125,duyệt,13/11/2023,11:48,5,422211447,22,positive,0,0
2385,dễ_dàng thoải_mái thư_giãn,29/04/2023,11:42,5,308500018,47,positive,1,0
1035,sử_sụng dễ_dàng thoải_mái thư_giãn,27/04/2023,18:58,5,308500015,47,positive,1,0
2386,dễ_dàng thoải_mái thư_giãn,28/04/2023,20:39,5,308500013,47,positive,1,0
346,sạch mascara trôi siêu_lì maybeline_thích giá_thành hợp_lí,12/10/2019,13:43,5,422211446,135,positive,1,0
1286,sạch tiếp,2/6/2021,18:43,5,204900009,42,positive,0,0
3674,cảnh_báo đừng thơm không_đợi tế_bào chết thiên_nhiên,9/12/2018,0:00,5,100220037,119,positive,1,0
302,hấki ẻm mê không_muốn_đổi hên toàn bổ_rẻ,23/02/2021,19:04,5,205100136,153,positive,1,0
1197,làn mụn sạch nhẹ_nhàng không_căng giúp mụn mà_còn nửavs bớt đổ mụn,21/07/2021,13:01,5,293500043,250,positive,0,0
741,thích hasaki sài sài căng sạch mụn,7/10/2022,13:11,5,100230057,111,positive,1,0
1701,khô không_cửa,15/04/2020,12:02,4,318900019,24,positive,0,0
4223,bôi mỏng nhẹ tệp vết kiềm tốt nâng đẹp thử chống nắng ưng hợp_lí hơi nồng,7/9/2023,9:35,5,422212360,190,positive,2,1
852,hơi nhờn_rít,14/12/2021,14:43,5,422204027,39,positive,0,2
3912,lọ bôi dậy căng mịn_màng,21/06/2023,21:39,5,422205345,89,positive,0,0
3637,kém,7/8/2023,15:30,1,422203617,43,negative,0,1
2179,thấm siêu_kiềm tốt,12/10/2020,19:43,5,249500021,47,positive,1,0
2395,hương dễ_chịu mát giá_thành ổn,28/04/2023,9:31,5,204100019,46,positive,1,0
3813,bông_tẩy mềm không_bị_rách thử ưng,8/9/2022,13:52,5,422205181,83,positive,2,0
3758,tuần serum thấm mịn_màng lỗ chân_lông hiệu_quả trị_thâm sẹo đợi,12/11/2019,22:13,5,345800015,151,positive,1,0
1147,sài châm_chích khó_chịu cũ,16/02/2023,15:32,4,422207423,66,positive,0,1
2929,mặt_nạ ôm sát_mặt đắp đắp cực_kì thoải_mái không_bị kích_ứng mướt hộp_miếng,15/01/2024,8:55,5,422207151,171,positive,2,0
2378,mát dễ_chịu hiệu_quả tuần,29/04/2023,16:07,5,308500037,57,positive,1,0
1157,trộm_vía đắp không_kích_ứng mặt_nạ mềm_đắp ôm khít test tác_dụng không_nhưng thiên_dầu không_kích_ứng,5/8/2024,9:57,5,422218100,157,positive,1,1
1297,centela ổn bầu nổi sưng đỏ kèm khô mụn sưng nổi mụn_ẩn không_nhiều bớt ẩm thử,8/9/2023,19:42,5,422211878,278,positive,3,0
342,sạch ẩm_thiết_kế đẹp,14/01/2020,14:21,5,223600035,44,positive,0,0
186,bôi lớp thấm mắt mắt,5/8/2022,17:13,4,422208345,136,positive,0,0
2206,mặt_nạ khủng_khiếp dưỡng ẩm tốt thoáng rõ_rệt thường_xuyên mụn mịn á_hài_lòng,9/10/2022,22:08,5,422207677,249,positive,1,0
4037,mặt_nạ không_đăp hiện_tượng nóng_phừng phừng_nhỉ văn_trị tư_vấn mặt_nạ nhập,11/3/2021,10:36,4,365000013,202,positive,0,0
2502,hương dễ_chịu mát giá_thành ổn,2/5/2023,19:19,5,204100019,46,positive,1,0
1189,kiềm tốt lỏng thấm không_bị bí thích bôi cồn xí thử nghiện,27/09/2021,9:44,5,204100003,199,positive,3,0
477,tuýp sạch thích,12/12/2022,9:29,5,204900004,37,positive,1,0
120,tốt toàn,19/11/2023,14:22,5,422211447,27,positive,1,0
2050,hắc khó_chịu nhức không_chịu nổi lô sót khâu bảo_quản điện phản_hồi lỗi tặng chống nắng bồi_thường sót đổi ủng_hộ thái_độ giải_quyết tốt,24/09/2022,10:36,5,249500019,345,positive,1,1
772,chất_lượng bình_thường cân_nhắc,13/07/2023,15:58,3,422208973,67,negative,0,0
221,chống giả,17/02/2022,9:14,4,205100136,18,positive,0,0
2995,không_vón thành_phần màng_lọc hơi mồ_hôi trôi bảo_vệ kén,28/07/2023,15:12,2,422214044,116,negative,0,0
168,mụn sài tiếng chống bình_tệp nhược_điểm tối_mặt tí_kiềm chống không_kích_ứng mụn_ẩn,19/11/2022,21:12,5,422216990,288,positive,0,1
820,tốt ghét,15/03/2019,12:22,4,100230059,29,positive,1,0
2417,mặt_nạ hương nồng khó_chịu mũi nóng không_lại,6/12/2021,21:44,3,422205162,79,negative,0,1
2985,pel tuần sài bác_sĩ không_hợp kiểm_soát sài tối cầu liên_hệ,20/04/2024,10:05,4,422200342,279,positive,0,1
709,thích hasaki,27/04/2023,19:27,5,422216594,41,positive,1,0
3213,thành_phần lành_tính bọt htd đổi kích_ứng mê đắm_đuối,22/08/2023,15:29,5,211300008,201,positive,0,0
2346,dễ_dàng thoải_mái thư_giãn,1/5/2023,16:47,5,308500013,47,positive,1,0
251,sài chưa_thể thế_này không_rõ tặng thành_phố,16/08/2021,15:43,4,422204259,105,positive,0,0
2322,dễ_dàng thoải_mái thư_giãn,4/5/2023,13:25,5,308500004,48,positive,1,0
1465,bớt mụn vết thâm mờ hơi chậm tuýp thơm,9/2/2022,13:17,5,422208181,105,positive,1,1
1505,hợp chân_ái yêu,30/07/2024,10:18,5,206400019,60,positive,0,0
189,hasaki kiên_trì hiệu_quả rõ_rệt mụn,8/9/2022,17:33,5,327500002,102,positive,1,0
1222,okie thích một_tí,27/07/2020,14:22,5,249500007,78,positive,1,0
1243,xịn không_hề xơ_bông rát rẻ,23/06/2023,22:05,5,422212333,81,positive,2,0
1994,thích_hợp hằng thấm lớp mỏng nhẹ chống mùa đông khô,27/11/2022,16:35,5,249500019,138,positive,1,0
3137,sạch không_khô chất_lượng phục_vụ hasaki đào_tạo chuyên_nghiệp lịch_sự tư_vấn nhiệt_tình giá_cả chất_lượng tốt hasaki thất_vọng,30/01/2020,15:26,5,100750038,239,positive,2,1
1738,đóng_gói cận thận,20/11/2023,9:32,5,100220035,17,positive,0,0
4002,ổn không_có_điểm,14/10/2024,14:51,3,100750038,52,negative,1,0
2926,đắp dậy rửa ẩm_hiệu ổn,17/08/2024,13:44,5,422209704,77,positive,1,0
1969,thích mịn_màng đỡ mụn ưng_ý không_nghĩ tầm_giá hiệu_quả,6/6/2022,16:27,5,422206248,114,positive,4,0
325,chống nắng tạm cồn nồng_mặt hơi,6/8/2020,13:48,4,223600010,63,positive,0,0
780,mặt_khác liền tuần mụn_ẩn đánh căng mịn,8/7/2021,23:46,5,100240016,132,positive,0,0
1408,màng bọc nhựa nắp nồng bsi,11/1/2024,19:37,3,422218283,97,negative,0,0
2716,mụn,2/9/2023,15:42,5,248700002,13,positive,0,0
2323,dẽ_dàng thoải_mái,4/5/2023,13:15,5,308500037,32,positive,1,0
1456,sạch tốt phù_hơph mụn_chất suốt bọt rửa sạch mướt sạch tốt hơi khô căng thử tốt,14/07/2022,13:14,5,204900159,196,positive,3,0
1142,dịu nhẹ cực_kỳ không_kích_ứng mịn_màng ẩm ẩm_thích,25/10/2023,20:32,5,422208910,81,positive,1,0
2042,đợt cồn,14/10/2022,19:11,1,249500019,35,negative,0,0
296,chất_lượng test thử,17/03/2021,16:34,5,422206648,41,positive,0,0
3207,tốt,8/5/2024,16:05,5,422220081,3,positive,1,0
1049,không_chê trừ giàu lớp hoàn_thành hương vừa_phải mùa hè kiềm đỉnh chóp hasaki ổn tặng,5/4/2022,9:55,5,422200236,220,positive,2,0
1396,thấm,27/07/2021,8:26,5,422220469,15,positive,0,0
3706,êm yếu kích_ứng chất_dưỡng ẩm_niacinamide yêu_thương,20/11/2022,4:02,5,371600007,205,positive,0,0
1161,ngăm kén nâng_tông ngăm bợt bợt giả_trân ưng thấm tệp không_thấy vân nâng tông lố mỏng nhẹ ưng bụng ghê hơi mắt,29/01/2024,22:24,5,249500013,239,positive,2,1
24,tốt sạch không_bị khô không_khít_lcl không_bị mụn không_mùi ổn posay,31/08/2023,16:43,5,200400004,190,positive,4,0
1444,dễ_chịu dịu giá_thành ổn,3/5/2023,16:20,5,204900056,38,positive,1,0
1234,phấn_xài không_bị_xước sơ_mình tốt,10/3/2024,10:53,5,422222535,103,positive,2,0
152,hà rivew_ngợi yên_tâm nhạy_cảm ấm yên_tâm,2/3/2023,21:47,5,422208807,137,positive,2,0
216,chất_lượng hằng,12/3/2022,19:29,5,422204259,55,positive,0,0
222,hơi,15/02/2022,12:55,4,422208807,19,positive,0,0
1402,hơi khó_chịu rửa mặt_mềm khô,13/03/2021,20:35,3,100190059,58,negative,0,1
2793,chấm mụn khôi_cồi rửa nặn nặn_chấm bớt mụn,11/4/2021,9:58,5,422203449,137,positive,0,0
355,ưng thích không_cồn dịu nhẹ không_gây bết_rích ý_định đổi hasaki có_giá tốt ủng_hộ,21/07/2019,19:38,5,422211447,227,positive,3,0
2329,dễ_dàng thải mái thư_giãn dễ_chịu,3/5/2023,17:12,5,422202253,85,positive,0,0
3975,tối sạch sâu không_gây khô,4/5/2022,22:18,5,331300017,53,positive,0,0
1109,mỏng nhẹ lấp_lánh nâng đẹp bôi lớp mỏng serum chờ khô aply không_thấm bám bề_mặt lỡ đụng_xíu thành ghét vảy trắng tróc,10/5/2023,8:18,4,422211276,248,positive,0,1
3811,thấm không_bí không_nhờn_rít dậy mịn bật hẳn,18/10/2023,21:58,5,422209048,79,positive,0,2
2285,nhạy_cảm nặn mụn xịt_khoáng ổn_áp_mềm,21/07/2023,10:50,5,100150058,91,positive,1,0
1450,ứng_dụng nửa tiếng,30/03/2023,10:03,5,422210784,79,positive,0,0
2434,nhạy_cảm mặt_nạ cực_hợp tiếc mặt_nạ chờ_đợi mãi mặt_nạ hasaki mẫu mặt_nạ,27/02/2021,20:52,5,422205162,227,positive,0,0
1655,đặc khó_tán dùng_lực miết khuôn_mặt đặc dậy rửa ấm_bình khô,14/11/2022,18:58,3,318900005,241,negative,0,0
4205,đắp mặt_nạ ghiền cháy,8/7/2024,9:00,5,422201092,75,positive,0,0
504,rẻ chất_lượng tốt_hợp,23/08/2023,10:29,5,422204231,70,positive,2,0
1450,ứng_dụng nửa tiếng,30/03/2023,10:03,5,204900056,79,positive,0,0
255,sạch_giá hợp_lý thích_hợp học_viên dịch_vụ hasaki chăm_sóc khách_hàng tôt trải_nghiệm thử,10/8/2021,8:50,5,205100137,161,positive,1,0
1206,ẩm tốt giá_thành công_dụng ẩm á_bổ rẻ dưỡng_ẩm khóa,18/10/2021,12:24,5,318900009,138,positive,2,0
2478,giùm dề_tán mát đồng_tiền,5/7/2022,16:47,5,422211997,51,positive,0,0
23,tốt_lành serum hợp rửa dậy không_điểm rửa sạch lớp,4/9/2023,10:13,5,422218633,171,positive,1,0
2404,dễ_dàng thoải_mái thư_giãn,27/04/2023,12:54,5,308500013,47,positive,1,0
3179,dưỡng tốt,30/04/2020,13:59,5,345800003,35,positive,1,0
270,máy đỉnh sạch mịn đầu_tư mrm tốt_xíu đừng rẻ,28/07/2022,16:57,5,412800003,186,positive,3,0
1468,tốt,6/1/2022,8:10,5,204900128,12,positive,1,0
2944,chân_ái đời không_biết_nhiêu tuýp rẻ bổ trị mụn tốt không_thuộc mỏng nhạy_cảm sữa_rửa mỏng tuần hồi mụn khủng_chỉ serum dẹp đống cưng ẻm hơi,20/11/2021,0:16,5,207300009,395,positive,3,0
2396,dễ_dàng thoải_mái,27/04/2023,20:20,5,308500009,30,positive,1,0
1214,sữa tán khô không_gây nhờn_rít kiềm tốt hỗn_hợp,5/4/2021,22:58,5,422215804,111,positive,1,2
2366,dễ_chịu mát giá_thành ổn,30/04/2023,13:12,5,422206537,36,positive,1,0
2074,trắng ổn chống năngs bôi_tí ẩm hiệu_quả trừ hơi nồng trôi xịt_khoáng chống nắng trôi thành vệt trắng,28/12/2020,19:34,4,249500027,283,positive,2,0
3834,ổn không_có_điểm,30/05/2024,11:30,3,422204904,52,negative,1,0
295,tốt,19/03/2021,10:49,4,205100146,48,positive,1,0
699,thích hasaki,29/04/2023,18:35,5,100230057,49,positive,1,0
1157,không_hợp hợp_sản_phẩm mặt_nạ giấy banobagi mặt_nạ ôm trộm_vía hợp không_bị_kích_ứng,11/6/2024,9:45,5,422207795,150,positive,1,1
3463,tốt,12/8/2017,5:08,4,100210020,3,positive,1,0
377,không_sạch cetaphil đầu_tưởng không_sạch không_mềm ẩm_mướt rửa cetaphil_lỡ ổn thử ucerin lành_tính cetaphil không_mắt cerave mắt,28/07/2024,14:48,5,422208974,360,positive,1,0
1022,hương dễ_chịu mát giá_thành ổn,2/5/2023,15:03,5,204100054,46,positive,1,0
3929,bình khô đánh hợp lớp nhẹ_nhàng tốt,24/02/2024,7:44,5,100160021,68,positive,1,0
1109,mát mụn không_nhưng_rửa căng bha rửa ẩm_dưỡng liền,14/06/2022,21:36,5,100220010,156,positive,1,1
413,tốt,9/4/2023,15:28,5,422208974,3,positive,1,0
411,tốt,10/4/2023,19:53,5,422208975,27,positive,1,0
791,nhạy_cảm_tẩy mắt không_bị_bioderma tốt,5/5/2021,21:42,5,422216594,94,positive,2,0
2268,sạch tốt hơi rát_bù rửa không_bị căng mềm đỡ anti,6/10/2019,16:25,3,223600026,210,negative,2,0
1686,hasaki tuýp tiết_kiệm chất_đặc thấm kết_hợp serum mềm hẳn,2/7/2021,16:01,5,318900005,142,positive,0,0
3171,trị mụn_cằm tốt kết_hợp,30/09/2020,10:34,5,345800001,46,positive,1,0
1631,hơi hôi thuốc uốn_tóc lát trắng khô không_vị nhờn rít phí bôi bụng trắng,4/8/2022,14:36,5,358300003,214,positive,0,1
1069,giá_cả hợp_lý tốt,27/04/2023,22:56,5,422220606,35,positive,1,0
2373,dể hjoải mái thư_giản,29/04/2023,19:21,5,308500015,49,positive,1,0
2574,ổn,16/07/2020,21:00,5,422214148,10,positive,1,0
747,hiệu_quả ẩm rõ_rệt lỏng thẩm_thấu mềm,15/05/2024,17:26,5,422219399,93,positive,1,0
362,ít_điểm chủ_yếu chống nắng tô thử nước_tẩy ưng oreal micelar sảng_khoái sensitive_skin dịu sạch chống nắng bụi_bẩn thành_phố mịn nhạy_cảm cồn xíu mẩn đỏ lành_tính quyết_định ưng đất,26/10/2018,21:41,3,205100136,528,negative,2,0
3429,toner ẩm tốt hết_mình mụn sưng viêm đồ toner thích mê không_ngại,17/01/2021,14:49,5,377400002,219,positive,3,0
629,thấm kiềm tốt,5/3/2021,21:21,5,253900006,40,positive,1,0
2650,bịch hài_lòng dày dặn không_bị xơ_giá rẻ,29/10/2021,1:35,5,422203300,90,positive,3,0
382,tốt shiper,1/11/2023,1:34,5,422208973,51,positive,1,0
2514,tốt,1/3/2023,2:00,4,204100019,3,positive,1,0
1017,dễ_chịu dịu giá_thành ổn,3/5/2023,9:22,5,100190059,39,positive,1,0
4163,đêm khóa ẩm không_nếu khóa ẩm,5/6/2022,21:27,4,100210015,77,positive,0,0
121,hợp,29/06/2021,9:31,5,223600035,75,positive,0,0
20,không_tặng bông_tẩy,12/9/2023,9:16,4,318900011,69,positive,0,0
2034,khô sữa khô êm hẳn ưng lớp hoàn_thành trông mịn hơi lấp_lánh thích,25/10/2022,18:04,5,422203145,188,positive,2,0
782,sạch mụn kiềm,30/07/2021,14:06,5,100220035,20,positive,0,0
2241,lọ thử trắng mịn kiếm mãi hợp_mặt nhạy_cảm lọ,10/10/2023,20:20,5,206400011,112,positive,0,0
2764,độ không_bị khô căng lỏng hạt dịu hẳn mụn_ẩn đẩy đừng lắng thử,10/12/2023,17:01,5,226200009,211,positive,1,0
974,hăng_dùng sưng mẩn đỏ mịn,16/10/2022,17:50,4,422204795,53,positive,1,0
2437,mặt_nạ thích đắp_sờ vô căng mướt mịn,10/11/2020,20:51,5,422205163,75,positive,1,0
1838,cân_nhắc kỹ,2/7/2021,15:12,3,422206648,50,negative,0,0
372,sài,23/10/2024,5:26,5,422208974,15,positive,0,0
1517,không_bị bết dính làn cải_thiện,4/3/2023,14:43,5,422206035,52,positive,2,0
3330,không_cửa,27/11/2020,14:29,5,223600009,67,positive,0,0
362,ít_điểm chủ_yếu chống nắng tô thử nước_tẩy ưng oreal micelar sảng_khoái sensitive_skin dịu sạch chống nắng bụi_bẩn thành_phố mịn nhạy_cảm cồn xíu mẩn đỏ lành_tính quyết_định ưng đất,26/10/2018,21:41,3,422208807,528,negative,2,0
693,hasaki_tẩy tốt,29/04/2023,19:29,5,422216594,53,positive,1,0
125,duyệt,13/11/2023,11:48,5,422204259,22,positive,0,0
1470,kiềm tốt,23/12/2021,19:57,5,204900159,27,positive,1,0
1157,không_hợp hợp_sản_phẩm mặt_nạ giấy banobagi mặt_nạ ôm trộm_vía hợp không_bị_kích_ứng,11/6/2024,9:45,5,422207794,150,positive,1,1
644,chất_lượng,22/02/2024,19:52,5,100230057,35,positive,0,0
4194,chả_lột,10/6/2022,17:34,1,213300058,16,negative,0,0
2622,thất_vọng không_giờ,6/2/2024,10:49,1,422206537,40,negative,0,1
2137,avene cicafate hasaki đứt cài tốt tương_đương hương cực_kỳ khó_chịu,14/08/2022,15:10,4,422203617,164,positive,1,1
1180,serum êm sạch nhạy_cảm không_kích_ứng mụn mụn ăn_nóng nổi trải_nghiệm tùy hợp không_ý đổi serum_cosrx mụn nổi serum,28/11/2022,15:55,5,226200009,302,positive,0,0
3125,thành_phố,10/5/2021,13:53,5,422211489,87,positive,0,0
142,kích_ứng alcohol êm_tẩy chống nắng lớp sạch,30/04/2023,12:02,5,205100146,117,positive,0,0
2183,mụn,27/05/2021,21:27,5,422201725,61,positive,0,0
1694,tốt mẩn đỏ mụn dễ_chịu,9/5/2021,19:57,5,318900005,106,positive,1,0
2336,giàng thoải_mái thư_giản,2/5/2023,16:23,5,308500009,48,positive,2,0
153,sạch tốt hợp_lý_tích,21/02/2023,20:18,5,205100146,57,positive,1,0
1409,hỗn_hợp mụn hiện_tượng hơi căng căng nhẹ rửa má hiện_tượng tróc nhẹ saok rửa toner không_dưỡng,24/10/2023,13:42,4,293500006,244,positive,0,0
2165,tuýp buồn ngăn_mát tủ_lạnh đắp đắp mát dễ_chịu đất_sét mịn không_bị khô thơm nhẹ thích,17/07/2022,21:22,5,355500010,201,positive,3,1
275,chất_lượng tuyệt_vời,21/06/2021,21:51,5,422211447,52,positive,1,0
1378,ổn hơi rát nóng_mặt bình_thường hương_liệu khó_chịu khả_năng dưỡng ẩm_ổn chất_lượng,15/12/2022,21:48,4,422220469,204,positive,2,1
170,không_hợp mụn đẩy,18/11/2022,11:13,3,422213308,36,negative,0,1
2553,bàn skincare toàn eucerin serum acne chất_lượng mụn serum dịu nhẹ,9/11/2020,16:18,5,204100054,201,positive,0,0
1342,ưng serum thử hiệu_quả nặn,15/01/2021,14:24,5,253900004,149,positive,2,0
2462,mụn viêm mặt_nạ tràm trà đắp tối xẹp hẳn đau_nhức,3/9/2019,10:41,5,422205160,124,positive,0,0
182,thích kiềm ổn không_bí không_thấy bảo mụn trộm_vía không_bị bùng_mụn sạch_kĩ mụn,21/09/2022,13:15,5,249500013,236,positive,3,0
4148,tế_bào chết ổn thơm,17/11/2023,20:49,5,422207812,42,positive,2,0
373,sữa rửa cerave sạch sạch sâu rửa mềm mịn_mướt không_bị khô căng thích ưng đời cerave chân_ái,14/10/2024,0:14,5,422208973,209,positive,3,0
2732,chống nắng siêu_đẹp hoàn_thành mê_kiềm tốt đẹp xịn đổi mê chân_ái nhật xịn,10/3/2023,9:07,5,248700035,170,positive,3,0
3212,thành nhảy_cảm không_bị căng khô ổn,13/09/2023,20:59,5,422214149,105,positive,2,0
2444,mặt_nạ naruko tràm trà kiểm_soát mụn thơm_đắp mát đắp kéo mặt_nạ mủi sống mủi chóp mũi không_đắp tiếc,29/07/2020,1:21,4,422205163,199,positive,1,0
2987,tốt hỗn_hợp thiên_dầu tối mềm không_đổ_dầu tối hỗn_hợp thiên_dầu phòng máy_lạnh sài không_thì_bí,27/05/2023,20:59,5,422204167,208,positive,1,0
2437,mặt_nạ thích đắp_sờ vô căng mướt mịn,10/11/2020,20:51,5,422205164,75,positive,1,0
176,không_biết_nhiêu thích không_gây mắt khô độ_ẩm hasaki rẻ,28/10/2022,15:07,5,422204259,159,positive,2,0
150,hợp_loại dịu nhẹ nhạy_cảm không_bị ngứa_kích_ứng ưng,14/03/2023,13:08,5,205100146,93,positive,2,1
1239,đợt ổn đợt hơi thô,25/09/2023,19:38,4,422206149,61,positive,1,0
2198,lọ sữa ấn_tượng kiềm dầu_hơi ổn_áp hỗn_hợp thiên_dầu mụn ổn không_bị_kích_ứng mụn nhẹ phút tệp bình_thường thử bổ_rẻ,26/04/2022,18:24,5,249500021,429,positive,5,1
702,dễ_dàng thoải_mái thư dãn,27/04/2023,18:24,5,308500013,44,positive,1,0
324,tốt thơm nhẹ không_chứa cồn không_cần_rửa thoáng nhẹ,12/9/2020,17:18,5,205100137,127,positive,2,0
2336,rẻ_thích trắng cồn mắt không_nổi,30/06/2021,17:51,4,365000018,93,positive,3,0
2359,dễ_dàng thoải_mái,30/04/2023,17:21,5,422205160,31,positive,1,0
1459,dịch_vụ tư_vấn tốt,13/06/2022,9:14,5,422210980,31,positive,1,0
192,tặng,28/07/2022,18:02,4,422211447,38,positive,0,0
684,dễ_dàng thoải_mái thư_giãn,1/5/2023,10:02,5,422205162,48,positive,1,0
260,tốt,22/07/2021,13:25,4,422211446,22,positive,1,0
117,ưng mặt_nạ í mụn_xưng đắp xẹp hẳn hộp hộp,6/4/2021,23:17,5,308500009,143,positive,2,0
1191,mặt_nạ mỏng ôm khít kích_ứng tróc đắp mát_mát không_bị rát,10/8/2024,0:20,5,422218099,118,positive,1,0
3145,lọ rẻ tốt hồi nhật serum_tẩy hatomugi việt_nam hạt_dẻ yên_tâm,29/08/2024,14:58,5,422203510,140,positive,3,0
1607,sài megaduo mụn má cầm mụn trán đẩy,9/7/2022,18:44,5,327500002,112,positive,0,0
1979,kiềm tốt nâng nhẹ,11/1/2023,7:34,5,249500019,26,positive,1,0
1666,nhạy_cảm mụn viêm thử laroch posay vichy kieh không_hợp bạn_viên tư_vấn hasaki giới_thiệu sạch không_khô dịu nhẹ,23/07/2023,12:05,5,343100029,257,positive,0,1
1477,ổn hơi khô kèm_dưỡng ẩm,19/09/2021,19:35,5,422210980,90,positive,1,0
443,dễ_dàng thoải_mái thư_giãn,29/04/2023,17:06,5,308500013,48,positive,1,0
550,hasaki yên_tâm laroche không_bị vón vệt trắng lớp serum dưỡng không_tạo_màng mượt,10/2/2022,13:50,5,204900013,162,positive,2,0
284,tốt,31/05/2021,21:23,5,422208807,16,positive,1,0
1065,không_nhớ siêu_lành dịu nhẹ siêu_mềm đợt nắp nhạt,28/06/2023,11:01,5,422211183,140,positive,0,0
3360,bôi mát bớt khô vichy bàn cám_ơn hasaki,22/09/2020,15:32,5,201600074,164,positive,0,0
643,tặng yêu thích,29/02/2024,18:20,5,100230056,36,positive,1,0
792,ổn nhạy_cảm hơi không_thích hắc ổn,15/05/2021,1:58,4,422205164,100,positive,3,1
3254,thiên,19/06/2024,10:11,5,422203282,56,positive,0,0
3232,mặt_nạ ẩm_chất vừa_phải đắp nhạy_cảm không_bị_kích_ứng,1/7/2023,21:29,5,365000016,95,positive,1,0
1517,retinol thích mềm_mượt dưỡng,22/11/2022,9:20,5,422206102,64,positive,1,0
329,gói cẩn_thận khuyến_mãi quấn kỹ dễ_thương làm_việc chuyên_nghiệp rẻ,10/8/2020,18:59,5,205100146,128,positive,3,0
1085,hơi nồng_tẩy sạch thỏi_lì mãi sạch không_nên êm_không_kích ứng không_bị khô,11/2/2022,2:58,3,422204904,200,negative,1,0
50,siêu_tiện lợi nóng_ấm nhẹ không_khó dậy bớt trộm_vía sài tuần bớt dầu_lct mụn viêm,8/9/2022,16:33,5,204100018,209,positive,1,0
1152,đảm sử_thử dưỡng ẩm tốt cũ hương dễ_chịu ngừời xịn mịn_hợp nhạy_cảm_ưng bụng gái dị_ứng nhẹ giá_cả ủng_hộ,18/12/2022,11:55,5,200900037,287,positive,3,0
702,thích hasaki,28/04/2023,19:01,5,200400003,49,positive,1,0
49,nam không_phù_hợp nữ khô_rít rửa kỹ mụn ẩn_sờ,22/09/2022,11:39,2,422214146,145,negative,1,2
